class,rdf2vec_tag
amphibian,<http://dbpedia.org/resource/Palmated_chorus_frog>
bird,<http://dbpedia.org/resource/Black-headed_penduline_tit>
insect,<http://dbpedia.org/resource/Deuterotinea_longipennis>
insect,<http://dbpedia.org/resource/Holcocera_titanica>
fish,<http://dbpedia.org/resource/Placocheilus>
reptile,<http://dbpedia.org/resource/Trimeresurus_flavomaculatus_mcgregori>
bird,<http://dbpedia.org/resource/Regent_whistler>
invertebrate,<http://dbpedia.org/resource/Domrownyssus>
invertebrate,<http://dbpedia.org/resource/Urodacus_yaschenkoi>
insect,<http://dbpedia.org/resource/Alphinellus_minimus>
fish,<http://dbpedia.org/resource/Barbus_gulielmi>
fish,<http://dbpedia.org/resource/Sicyopus_cebuensis>
invertebrate,<http://dbpedia.org/resource/Metopograpsus_messor>
bird,<http://dbpedia.org/resource/Salt_marsh_common_yellowthroat>
insect,<http://dbpedia.org/resource/Catocala_jouga>
insect,<http://dbpedia.org/resource/Auximobasis_flaviciliata>
reptile,<http://dbpedia.org/resource/Sind_River_Snake>
insect,<http://dbpedia.org/resource/Demopsestis_mahendrai>
mammal,<http://dbpedia.org/resource/Ugandan_red_colobus>
bird,<http://dbpedia.org/resource/Lewin's_honeyeater>
fish,<http://dbpedia.org/resource/Polyipnus_triphanos>
insect,<http://dbpedia.org/resource/Antispila_corniella>
insect,<http://dbpedia.org/resource/Geogepa_stenochorda>
amphibian,<http://dbpedia.org/resource/Isthmohyla_calypsa>
insect,<http://dbpedia.org/resource/Macrosaccus_neomexicanus>
amphibian,<http://dbpedia.org/resource/Many-banded_tree_frog>
fish,<http://dbpedia.org/resource/Barred-fin_moray>
insect,<http://dbpedia.org/resource/Maricopa_(moth)>
mammal,<http://dbpedia.org/resource/Eastern_striped_bandicoot>
bird,<http://dbpedia.org/resource/Gray_kingbird>
fish,<http://dbpedia.org/resource/Peppered_catshark>
fish,<http://dbpedia.org/resource/Aphanotorulus>
fish,<http://dbpedia.org/resource/White-spotted_guitarfish>
insect,<http://dbpedia.org/resource/Azygophleps_nubilosa>
fish,<http://dbpedia.org/resource/Barbus_kuiluensis>
mammal,<http://dbpedia.org/resource/Delacour's_marmoset_rat>
invertebrate,<http://dbpedia.org/resource/Pitar_fulminatus>
bird,<http://dbpedia.org/resource/Chestnut-backed_thrush>
invertebrate,<http://dbpedia.org/resource/Typhlodromalus>
mammal,<http://dbpedia.org/resource/Gray_woolly_monkey>
insect,<http://dbpedia.org/resource/Isocylindra>
reptile,<http://dbpedia.org/resource/Kishinoue's_giant_skink>
fish,<http://dbpedia.org/resource/Coccorella>
fish,<http://dbpedia.org/resource/Pseudotropheus_fuscus>
bird,<http://dbpedia.org/resource/Scarlet-backed_flowerpecker>
fish,<http://dbpedia.org/resource/Discoserra_pectinodon>
amphibian,<http://dbpedia.org/resource/Celaque_climbing_salamander>
mammal,<http://dbpedia.org/resource/Mesonyx>
mammal,<http://dbpedia.org/resource/Neotominae>
insect,<http://dbpedia.org/resource/Sybra_primaria>
reptile,<http://dbpedia.org/resource/Ailuronyx>
bird,<http://dbpedia.org/resource/Five-coloured_barbet>
bird,<http://dbpedia.org/resource/Ashy_gerygone>
amphibian,<http://dbpedia.org/resource/Caecilia_inca>
insect,<http://dbpedia.org/resource/Phygopoda_nigritarsis>
mammal,<http://dbpedia.org/resource/Pallas's_tube-nosed_bat>
fish,<http://dbpedia.org/resource/Banded_sand_catshark>
fish,<http://dbpedia.org/resource/Pelteobagrus>
fish,<http://dbpedia.org/resource/King_dory>
invertebrate,<http://dbpedia.org/resource/Onchotelson>
bird,<http://dbpedia.org/resource/Painted-snipe>
bird,<http://dbpedia.org/resource/Marquesan_monarch>
amphibian,<http://dbpedia.org/resource/Stonemason's_toadlet>
mammal,<http://dbpedia.org/resource/Tarsius>
bird,<http://dbpedia.org/resource/Small_Lifou_white-eye>
invertebrate,<http://dbpedia.org/resource/Chaetopelma_adenense>
insect,<http://dbpedia.org/resource/Krananda_oliveomarginata>
insect,<http://dbpedia.org/resource/Catasigerpes>
invertebrate,<http://dbpedia.org/resource/Liocheles_australasiae>
mammal,<http://dbpedia.org/resource/Maendeleo_horseshoe_bat>
invertebrate,<http://dbpedia.org/resource/Veigaiidae>
insect,<http://dbpedia.org/resource/Anthidium_florentinum>
amphibian,<http://dbpedia.org/resource/Oreophryne_kampeni>
reptile,<http://dbpedia.org/resource/Smooth-fronted_caiman>
bird,<http://dbpedia.org/resource/Grey-eyed_bulbul>
mammal,<http://dbpedia.org/resource/Stoat>
invertebrate,<http://dbpedia.org/resource/Mongolicosa>
reptile,<http://dbpedia.org/resource/Leptotyphlops_peruvianus>
fish,<http://dbpedia.org/resource/Sebastiscus_marmoratus>
invertebrate,<http://dbpedia.org/resource/Ephebopus_uatuman>
amphibian,<http://dbpedia.org/resource/Sacramento_Mountain_salamander>
mammal,<http://dbpedia.org/resource/McIlhenny's_four-eyed_opossum>
bird,<http://dbpedia.org/resource/Wailing_cisticola>
bird,<http://dbpedia.org/resource/Spotted_quail-thrush>
insect,<http://dbpedia.org/resource/Mimoides_ilus>
mammal,<http://dbpedia.org/resource/Proconsul_major>
insect,<http://dbpedia.org/resource/Piruana>
bird,<http://dbpedia.org/resource/Water_pipit>
fish,<http://dbpedia.org/resource/Synodontinae>
bird,<http://dbpedia.org/resource/Prionops>
mammal,<http://dbpedia.org/resource/Madeira_pipistrelle>
insect,<http://dbpedia.org/resource/Triclonella_triargyra>
invertebrate,<http://dbpedia.org/resource/Pachyonomastus>
mammal,<http://dbpedia.org/resource/Long-nosed_mosaic-tailed_rat>
reptile,<http://dbpedia.org/resource/Broadley's_flat_lizard>
invertebrate,<http://dbpedia.org/resource/Odontaster_validus>
reptile,<http://dbpedia.org/resource/Uromastyx_alfredschmidti>
mammal,<http://dbpedia.org/resource/Bridges'_degu>
mammal,<http://dbpedia.org/resource/Beaver>
invertebrate,<http://dbpedia.org/resource/Paulacarellus>
fish,<http://dbpedia.org/resource/Cephalopholis_formosa>
invertebrate,<http://dbpedia.org/resource/Tetrapulmonata>
fish,<http://dbpedia.org/resource/Pacific_snake-eel>
bird,<http://dbpedia.org/resource/Mimus>
amphibian,<http://dbpedia.org/resource/Stefania_scalae>
mammal,<http://dbpedia.org/resource/Crocidura_hikmiya>
insect,<http://dbpedia.org/resource/Metaxaglaea_inulta>
insect,<http://dbpedia.org/resource/Scoparia_scripta>
invertebrate,<http://dbpedia.org/resource/Neaetha>
reptile,<http://dbpedia.org/resource/Cyclura_rileyi>
reptile,<http://dbpedia.org/resource/Helicops_infrataeniatus>
mammal,<http://dbpedia.org/resource/Mesungulatidae>
reptile,<http://dbpedia.org/resource/Indian_tent_turtle>
invertebrate,<http://dbpedia.org/resource/Hymenocaris>
fish,<http://dbpedia.org/resource/Tahoe_sucker>
invertebrate,<http://dbpedia.org/resource/Parapinnixa_affinis>
amphibian,<http://dbpedia.org/resource/Mantidactylus_blanci>
amphibian,<http://dbpedia.org/resource/Centrolene_fernandoi>
invertebrate,<http://dbpedia.org/resource/Allocosa>
insect,<http://dbpedia.org/resource/Isotenes_ornata>
bird,<http://dbpedia.org/resource/Eastern_whipbird>
mammal,<http://dbpedia.org/resource/Egyptian_weasel>
bird,<http://dbpedia.org/resource/Slaty-breasted_tinamou>
fish,<http://dbpedia.org/resource/Urotrygon_aspidura>
fish,<http://dbpedia.org/resource/Heteroconger_congroides>
fish,<http://dbpedia.org/resource/Tilapia_sparrmanii>
invertebrate,<http://dbpedia.org/resource/Litoporus>
bird,<http://dbpedia.org/resource/Lepidothrix>
insect,<http://dbpedia.org/resource/Chlorostrymon_simaethis>
bird,<http://dbpedia.org/resource/Black_mamo>
fish,<http://dbpedia.org/resource/Mobula>
invertebrate,<http://dbpedia.org/resource/Solaster_stimpsoni>
fish,<http://dbpedia.org/resource/Homalopteroides_smithi>
mammal,<http://dbpedia.org/resource/Herpestes>
bird,<http://dbpedia.org/resource/California_thrasher>
fish,<http://dbpedia.org/resource/Astyanax_(fish)>
bird,<http://dbpedia.org/resource/Black-headed_rufous_warbler>
insect,<http://dbpedia.org/resource/Macroglossum_sitiene>
reptile,<http://dbpedia.org/resource/Xenopeltis_hainanensis>
insect,<http://dbpedia.org/resource/Eilema_pulverea>
mammal,<http://dbpedia.org/resource/Eurasian_least_shrew>
bird,<http://dbpedia.org/resource/Epimachus>
mammal,<http://dbpedia.org/resource/Lagostomus_crassus>
fish,<http://dbpedia.org/resource/Garra_longipinnis>
invertebrate,<http://dbpedia.org/resource/Calappa_calappa>
insect,<http://dbpedia.org/resource/Beriotisia>
bird,<http://dbpedia.org/resource/Rufous-sided_warbling_finch>
invertebrate,<http://dbpedia.org/resource/Rhysotritia>
amphibian,<http://dbpedia.org/resource/Hyperolius_obscurus>
insect,<http://dbpedia.org/resource/Corynellus_ochraceus>
invertebrate,<http://dbpedia.org/resource/Eocarcinoidea>
insect,<http://dbpedia.org/resource/Parornix_ornatella>
reptile,<http://dbpedia.org/resource/Acrochordus_granulatus>
reptile,<http://dbpedia.org/resource/List_of_Testudines_families>
insect,<http://dbpedia.org/resource/Perittia_petrosa>
fish,<http://dbpedia.org/resource/Lasiancistrus_heteracanthus>
fish,<http://dbpedia.org/resource/Otothyropsis>
fish,<http://dbpedia.org/resource/Betta_gladiator>
mammal,<http://dbpedia.org/resource/Xenosmilus>
insect,<http://dbpedia.org/resource/Calopteryx_(insect)>
invertebrate,<http://dbpedia.org/resource/Ozyptila_secreta>
fish,<http://dbpedia.org/resource/Convict_snake_eel>
mammal,<http://dbpedia.org/resource/Silky_short-tailed_bat>
insect,<http://dbpedia.org/resource/Asaphocrita_fuscopurpurella>
fish,<http://dbpedia.org/resource/Red-tailed_black_shark>
invertebrate,<http://dbpedia.org/resource/Dysdera_adriatica>
insect,<http://dbpedia.org/resource/Hyponerita_amelia>
insect,<http://dbpedia.org/resource/Scopula>
mammal,<http://dbpedia.org/resource/Chinese_giant_flying_squirrel>
reptile,<http://dbpedia.org/resource/Bosc's_fringe-toed_lizard>
fish,<http://dbpedia.org/resource/Kronichthys_subteres>
invertebrate,<http://dbpedia.org/resource/Loxoptygus>
amphibian,<http://dbpedia.org/resource/Beautiful_mantella>
bird,<http://dbpedia.org/resource/Yellow_bittern>
insect,<http://dbpedia.org/resource/Enarmoniodes>
reptile,<http://dbpedia.org/resource/Middle_American_burrowing_snake>
insect,<http://dbpedia.org/resource/Seticosta_multifidana>
fish,<http://dbpedia.org/resource/Tongaichthys_robustus>
fish,<http://dbpedia.org/resource/Dysalotus>
invertebrate,<http://dbpedia.org/resource/Alopecosa_edax>
reptile,<http://dbpedia.org/resource/Yamaceratops>
fish,<http://dbpedia.org/resource/Dussumieria>
mammal,<http://dbpedia.org/resource/Southern_spiny_pocket_mouse>
fish,<http://dbpedia.org/resource/Deepwater_stingray>
mammal,<http://dbpedia.org/resource/Enhydritherium_terraenovae>
invertebrate,<http://dbpedia.org/resource/Thammaca>
reptile,<http://dbpedia.org/resource/Draco_guentheri>
reptile,<http://dbpedia.org/resource/Trimeresurus_tibetanus>
invertebrate,<http://dbpedia.org/resource/Rosamygale>
invertebrate,<http://dbpedia.org/resource/Disparithelphusa>
bird,<http://dbpedia.org/resource/South_Island_saddleback>
insect,<http://dbpedia.org/resource/Rhopalomastix_escherichi>
insect,<http://dbpedia.org/resource/Altica_tamaricis>
fish,<http://dbpedia.org/resource/Eightband_butterflyfish>
insect,<http://dbpedia.org/resource/Acrolophus_modestas>
fish,<http://dbpedia.org/resource/Lamprologini>
bird,<http://dbpedia.org/resource/White-winged_cotinga>
insect,<http://dbpedia.org/resource/Feltia_subgothica>
invertebrate,<http://dbpedia.org/resource/Vellodius>
bird,<http://dbpedia.org/resource/Athene_(owl)>
invertebrate,<http://dbpedia.org/resource/Eumenophorus>
bird,<http://dbpedia.org/resource/Deleornis>
mammal,<http://dbpedia.org/resource/Jalapan_pine_vole>
invertebrate,<http://dbpedia.org/resource/Jasus_edwardsii>
bird,<http://dbpedia.org/resource/Antipodean_albatross>
reptile,<http://dbpedia.org/resource/Sanziniinae>
bird,<http://dbpedia.org/resource/Brown_emutail>
fish,<http://dbpedia.org/resource/Stenogobius>
bird,<http://dbpedia.org/resource/Horornis>
invertebrate,<http://dbpedia.org/resource/Niphargus_stenopus>
insect,<http://dbpedia.org/resource/Prostheta>
invertebrate,<http://dbpedia.org/resource/Hinewaia>
fish,<http://dbpedia.org/resource/Brachypareion>
fish,<http://dbpedia.org/resource/Luisiella>
bird,<http://dbpedia.org/resource/Fuscous_honeyeater>
fish,<http://dbpedia.org/resource/Grey_conger>
insect,<http://dbpedia.org/resource/Manduca_vestalis>
reptile,<http://dbpedia.org/resource/Geckolepis>
reptile,<http://dbpedia.org/resource/Chamaesaura>
insect,<http://dbpedia.org/resource/Eubaphe_mendica>
bird,<http://dbpedia.org/resource/Rufous-breasted_wren>
insect,<http://dbpedia.org/resource/Pseudopostega_clastozona>
invertebrate,<http://dbpedia.org/resource/Chama_sarda>
insect,<http://dbpedia.org/resource/Coleophora_psamata>
bird,<http://dbpedia.org/resource/Wellnhoferia>
insect,<http://dbpedia.org/resource/Euptera_mimetica>
amphibian,<http://dbpedia.org/resource/Black-spotted_casque-headed_tree_frog>
insect,<http://dbpedia.org/resource/Apachyidae>
invertebrate,<http://dbpedia.org/resource/Pseudocellus>
fish,<http://dbpedia.org/resource/Echiostoma_barbatum>
mammal,<http://dbpedia.org/resource/Sumatran_spiny_rat>
fish,<http://dbpedia.org/resource/Rutilus_meidingerii>
fish,<http://dbpedia.org/resource/Barbus_macrops>
bird,<http://dbpedia.org/resource/White-headed_buffalo_weaver>
reptile,<http://dbpedia.org/resource/Pseudemys>
fish,<http://dbpedia.org/resource/Goanna_fish>
bird,<http://dbpedia.org/resource/Cassin's_honeybird>
bird,<http://dbpedia.org/resource/Selva_cacique>
fish,<http://dbpedia.org/resource/Neocyttus>
reptile,<http://dbpedia.org/resource/Angel_Island_chuckwalla>
mammal,<http://dbpedia.org/resource/Black_rat>
fish,<http://dbpedia.org/resource/Orthochromis_malagaraziensis>
mammal,<http://dbpedia.org/resource/Taurotragus>
mammal,<http://dbpedia.org/resource/Phyllostomus>
fish,<http://dbpedia.org/resource/Echidna_catenata>
fish,<http://dbpedia.org/resource/Ectreposebastes>
fish,<http://dbpedia.org/resource/Luciobarbus_xanthopterus>
invertebrate,<http://dbpedia.org/resource/Pseudolaureola_atlantica>
invertebrate,<http://dbpedia.org/resource/Melloleitaoina_mutquina>
reptile,<http://dbpedia.org/resource/Phelsuma_pronki>
bird,<http://dbpedia.org/resource/American_white_pelican>
insect,<http://dbpedia.org/resource/Macrochenus>
invertebrate,<http://dbpedia.org/resource/Antrimpos>
mammal,<http://dbpedia.org/resource/Tree-kangaroo>
amphibian,<http://dbpedia.org/resource/Bufo_pentoni>
bird,<http://dbpedia.org/resource/Barking_owl>
amphibian,<http://dbpedia.org/resource/Southern_banana_salamander>
mammal,<http://dbpedia.org/resource/Arctocyonidae>
mammal,<http://dbpedia.org/resource/Big_crested_mastiff_bat>
invertebrate,<http://dbpedia.org/resource/Xylocolaelaps>
fish,<http://dbpedia.org/resource/Astroblepus_supramollis>
amphibian,<http://dbpedia.org/resource/Atelopus_patazensis>
fish,<http://dbpedia.org/resource/Redtail_triplefin>
insect,<http://dbpedia.org/resource/Calycobathra_acarpa>
reptile,<http://dbpedia.org/resource/Rhinotyphlops_unitaeniatus>
amphibian,<http://dbpedia.org/resource/Striped_burrowing_frog>
fish,<http://dbpedia.org/resource/Barbus_somereni>
mammal,<http://dbpedia.org/resource/Bukharan_markhor>
fish,<http://dbpedia.org/resource/Labeo_yunnanensis>
bird,<http://dbpedia.org/resource/Red-shouldered_tanager>
bird,<http://dbpedia.org/resource/Mergus>
bird,<http://dbpedia.org/resource/Dromornis>
reptile,<http://dbpedia.org/resource/Louisiana_pinesnake>
insect,<http://dbpedia.org/resource/Pyroderces_ocreella>
bird,<http://dbpedia.org/resource/Speckled_piculet>
reptile,<http://dbpedia.org/resource/Sceloporus_angustus>
insect,<http://dbpedia.org/resource/Nausinoe_piabilis>
amphibian,<http://dbpedia.org/resource/Western_redback_salamander>
amphibian,<http://dbpedia.org/resource/Oxydactyla_brevicrus>
bird,<http://dbpedia.org/resource/Taiwan_whistling_thrush>
invertebrate,<http://dbpedia.org/resource/Saaristattus>
insect,<http://dbpedia.org/resource/Dorcasta_crassicornis>
mammal,<http://dbpedia.org/resource/Ferugliotheriidae>
mammal,<http://dbpedia.org/resource/Tasmanian_pademelon>
bird,<http://dbpedia.org/resource/Yellow-streaked_greenbul>
reptile,<http://dbpedia.org/resource/Milos_wall_lizard>
insect,<http://dbpedia.org/resource/Mordellistena_nigrimaculata>
mammal,<http://dbpedia.org/resource/Western_hog-nosed_skunk>
bird,<http://dbpedia.org/resource/Pink-headed_fruit_dove>
fish,<http://dbpedia.org/resource/American_gizzard_shad>
reptile,<http://dbpedia.org/resource/Gonyosoma_oxycephalum>
fish,<http://dbpedia.org/resource/Ophichthus_humanni>
reptile,<http://dbpedia.org/resource/La_Palma_giant_lizard>
bird,<http://dbpedia.org/resource/Cinereous_tyrant>
fish,<http://dbpedia.org/resource/Mudskipper>
reptile,<http://dbpedia.org/resource/Narrow-tailed_four-clawed_gecko>
invertebrate,<http://dbpedia.org/resource/Trombidium_kneissli>
mammal,<http://dbpedia.org/resource/Harrison's_tube-nosed_bat>
reptile,<http://dbpedia.org/resource/Tropidophis_fuscus>
fish,<http://dbpedia.org/resource/Latris_(genus)>
fish,<http://dbpedia.org/resource/Western_red_scorpionfish>
insect,<http://dbpedia.org/resource/Prodasineura_sita>
insect,<http://dbpedia.org/resource/Xanthoepalpus>
fish,<http://dbpedia.org/resource/Fayolia>
fish,<http://dbpedia.org/resource/Beishanichthys>
bird,<http://dbpedia.org/resource/White-naped_seedeater>
insect,<http://dbpedia.org/resource/Zipaetis_saitis>
invertebrate,<http://dbpedia.org/resource/Cyrtopleura_costata>
reptile,<http://dbpedia.org/resource/Caririsuchus>
mammal,<http://dbpedia.org/resource/Ussuri_tube-nosed_bat>
insect,<http://dbpedia.org/resource/Semiaspilates>
invertebrate,<http://dbpedia.org/resource/Acanthonotozomatidae>
fish,<http://dbpedia.org/resource/Shagreen_ray>
bird,<http://dbpedia.org/resource/Buff-tailed_sicklebill>
bird,<http://dbpedia.org/resource/Pied_shrike-babbler>
mammal,<http://dbpedia.org/resource/Neoplagiaulacidae>
fish,<http://dbpedia.org/resource/Dimidiochromis_strigatus>
fish,<http://dbpedia.org/resource/Argyrosomus>
mammal,<http://dbpedia.org/resource/Evening_bat>
bird,<http://dbpedia.org/resource/Maui_Nui_finch>
invertebrate,<http://dbpedia.org/resource/Jasus>
bird,<http://dbpedia.org/resource/Baron's_spinetail>
insect,<http://dbpedia.org/resource/Eurycephaloplectrus>
mammal,<http://dbpedia.org/resource/Myonycteris>
amphibian,<http://dbpedia.org/resource/Xenorhina_similis>
mammal,<http://dbpedia.org/resource/Greater_nectar_bat>
bird,<http://dbpedia.org/resource/Dubusia>
bird,<http://dbpedia.org/resource/Andean_condor>
mammal,<http://dbpedia.org/resource/Giant_golden-crowned_flying_fox>
bird,<http://dbpedia.org/resource/Northern_fiscal>
bird,<http://dbpedia.org/resource/Mauritius_blue_pigeon>
fish,<http://dbpedia.org/resource/Synodus_tectus>
invertebrate,<http://dbpedia.org/resource/Porcellio_flavocinctus>
amphibian,<http://dbpedia.org/resource/Rhacophorus_kajau>
fish,<http://dbpedia.org/resource/Solocisquama>
reptile,<http://dbpedia.org/resource/Calliophis_haematoetron>
